site,network,transmitter.lat,transmitter.lon,transmitter.alt,transmitter.txw,transmitter.frq,antenna.azi,antenna.hbw
DAKAR,2890339,14.6833333333333,-17.45,,33000.0,12.05,,
DAKAR,2890341,14.6833333333333,-17.45,,33000.0,12.21,220.0,22.5
DAKAR,2890342,14.6833333333333,-17.45,,33000.0,12.21,220.0,22.5
DAKAR,2890343,14.6833333333333,-17.45,,33000.0,12.21,220.0,22.5
DAKAR,2890344,14.6833333333333,-17.45,,33000.0,12.21,220.0,22.5
DAKAR,2890395,14.6833333333333,-17.45,,37800.0,13.603,116.0,15.0
DAKAR,2890395,14.6833333333333,-17.45,,37800.0,13.603,142.0,15.0
DAKAR,2890396,14.6833333333333,-17.45,,37800.0,13.603,116.0,15.0
DAKAR,2890397,14.6833333333333,-17.45,,37800.0,13.603,142.0,15.0
DAKAR,2890398,14.6833333333333,-17.45,,37800.0,13.603,116.0,15.0
DAKAR,2890398,14.6833333333333,-17.45,,37800.0,13.603,142.0,15.0
DAKAR,2890399,14.6833333333333,-17.45,,37800.0,13.603,116.0,15.0
DAKAR,2890400,14.6833333333333,-17.45,,37800.0,13.603,142.0,15.0
DAKAR,2890415,14.6833333333333,-17.45,,33000.0,13.888,20.0,15.0
DAKAR,2890416,14.6833333333333,-17.45,,33000.0,13.888,20.0,15.0
DAKAR,2890436,14.6833333333333,-17.45,,20000.0,14.708,,
DAKAR,2890438,14.6833333333333,-17.45,,43000.0,14.8075,20.0,15.0
DAKAR,2890439,14.6833333333333,-17.45,,43000.0,14.8075,20.0,15.0
DAKAR,2890440,14.6833333333333,-17.45,,43000.0,14.8075,20.0,15.0
DAKAR,2890441,14.6833333333333,-17.45,,43000.0,14.8075,20.0,15.0
DAKAR,2890446,14.6833333333333,-17.45,,33000.0,14.972,20.0,15.0
DAKAR,2890446,14.6833333333333,-17.45,,33000.0,14.972,,
DAKAR,2890447,14.6833333333333,-17.45,,33000.0,14.972,20.0,15.0
DAKAR,2890447,14.6833333333333,-17.45,,33000.0,14.972,,
DAKAR,2890544,14.6833333333333,-17.45,,43000.0,15.4675,20.0,15.0
DAKAR,2890545,14.6833333333333,-17.45,,43000.0,15.4675,20.0,15.0
DAKAR,2890546,14.6833333333333,-17.45,,43000.0,15.4675,20.0,15.0
DAKAR,2890547,14.6833333333333,-17.45,,43000.0,15.475,275.0,15.0
DAKAR,2890548,14.6833333333333,-17.45,,43000.0,15.475,275.0,15.0
DAKAR,2890549,14.6833333333333,-17.45,,43000.0,15.475,275.0,15.0
DAKAR,2890550,14.6833333333333,-17.45,,43000.0,15.495,275.0,15.0
DAKAR,2890551,14.6833333333333,-17.45,,43000.0,15.495,275.0,15.0
DAKAR,2890552,14.6833333333333,-17.45,,43000.0,15.495,275.0,15.0
DAKAR,2890558,14.6833333333333,-17.45,,37800.0,15.735,110.0,15.0
DAKAR,2890558,14.6833333333333,-17.45,,37800.0,15.735,120.0,15.0
DAKAR,2890559,14.6833333333333,-17.45,,37800.0,15.735,110.0,15.0
DAKAR,2890559,14.6833333333333,-17.45,,37800.0,15.735,120.0,15.0
DAKAR,2890565,14.6833333333333,-17.45,,43000.0,15.84,275.0,15.0
DAKAR,2890565,14.6833333333333,-17.45,,43000.0,15.84,,
DAKAR,2890566,14.6833333333333,-17.45,,43000.0,15.84,275.0,15.0
